2021-06-21 09:00,Tcg Player Market,$ 10.69
2021-06-21 09:00,Cardhoarder,8.27 tix
2021-06-21 12:00,Tcg Player Market,$ 10.48
2021-06-21 12:00,Cardhoarder,8.84 tix
2021-06-21 15:00,Tcg Player Market,$ 10.42
2021-06-21 15:00,Cardhoarder,8.84 tix
2021-06-21 18:47,Tcg Player Market,$ 10.78
2021-06-21 18:47,Cardhoarder,9.99 tix
2021-06-22 09:00,Tcg Player Market,$ 10.71
2021-06-22 09:00,Cardhoarder,10.48 tix
2021-06-22 12:00,Tcg Player Market,$ 10.70
2021-06-22 12:00,Cardhoarder,10.24 tix
2021-06-22 15:00,Tcg Player Market,$ 10.95
2021-06-22 15:00,Cardhoarder,10.20 tix
2021-06-22 18:00,Tcg Player Market,$ 11.21
2021-06-22 18:00,Cardhoarder,10.18 tix
2021-06-23 09:00,Tcg Player Market,$ 11.58
2021-06-23 09:00,Cardhoarder,10.22 tix
2021-06-23 12:00,Tcg Player Market,$ 11.52
2021-06-23 12:00,Cardhoarder,10.77 tix
2021-06-23 15:00,Tcg Player Market,$ 11.29
2021-06-23 15:00,Cardhoarder,10.75 tix
2021-06-24 09:00,Tcg Player Market,$ 11.00
2021-06-24 09:00,Cardhoarder,8.99 tix
2021-06-24 12:00,Tcg Player Market,$ 10.95
2021-06-24 12:00,Cardhoarder,8.99 tix
2021-06-24 15:00,Tcg Player Market,$ 11.03
2021-06-24 15:00,Cardhoarder,8.34 tix
2021-06-24 18:00,Tcg Player Market,$ 11.01
2021-06-24 18:00,Cardhoarder,8.38 tix
2021-06-25 09:00,Tcg Player Market,$ 10.89
2021-06-25 09:00,Cardhoarder,7.83 tix
2021-06-25 12:00,Tcg Player Market,$ 10.82
2021-06-25 12:00,Cardhoarder,7.45 tix
2021-06-25 15:00,Tcg Player Market,$ 10.58
2021-06-25 15:00,Cardhoarder,7.25 tix
2021-06-25 18:00,Tcg Player Market,$ 10.52
2021-06-25 18:00,Cardhoarder,7.13 tix
2021-06-26 09:00,Tcg Player Market,$ 9.72
2021-06-26 09:00,Cardhoarder,7.48 tix
2021-06-26 12:00,Tcg Player Market,$ 9.71
2021-06-26 12:00,Cardhoarder,7.01 tix
2021-06-26 15:00,Tcg Player Market,$ 9.69
2021-06-26 15:00,Cardhoarder,6.99 tix
2021-06-26 18:00,Tcg Player Market,$ 9.90
2021-06-26 18:00,Cardhoarder,6.98 tix
2021-06-27 09:00,Tcg Player Market,$ 10.03
2021-06-27 09:00,Cardhoarder,6.29 tix
2021-06-27 12:00,Tcg Player Market,$ 9.82
2021-06-27 12:00,Cardhoarder,6.24 tix
2021-06-27 15:00,Tcg Player Market,$ 9.86
2021-06-27 15:00,Cardhoarder,6.10 tix
2021-06-27 20:42,Tcg Player Market,$ 9.73
2021-06-27 20:42,Cardhoarder,6.11 tix
2021-06-28 07:29,Tcg Player Market,$ 9.67
2021-06-28 07:29,Cardhoarder,5.63 tix
2021-06-28 09:00,Tcg Player Market,$ 9.67
2021-06-28 09:00,Cardhoarder,5.63 tix
2021-06-28 12:00,Tcg Player Market,$ 9.65
2021-06-28 12:00,Cardhoarder,5.63 tix
2021-06-28 15:00,Tcg Player Market,$ 9.51
2021-06-28 15:00,Cardhoarder,5.63 tix
2021-06-28 18:00,Tcg Player Market,$ 9.46
2021-06-28 18:00,Cardhoarder,5.63 tix
2021-06-29 09:00,Tcg Player Market,$ 9.31
2021-06-29 09:00,Cardhoarder,5.18 tix
2021-06-29 12:00,Tcg Player Market,$ 9.33
2021-06-29 12:00,Cardhoarder,5.18 tix
2021-06-29 15:00,Tcg Player Market,$ 9.44
2021-06-29 15:00,Cardhoarder,5.22 tix
2021-06-29 18:00,Tcg Player Market,$ 9.36
2021-06-29 18:00,Cardhoarder,4.78 tix
2021-06-29 21:14,Tcg Player Market,$ 9.38
2021-06-29 21:14,Cardhoarder,4.92 tix
2021-06-30 09:00,Tcg Player Market,$ 9.38
2021-06-30 09:00,Cardhoarder,4.99 tix
2021-06-30 12:00,Tcg Player Market,$ 9.56
2021-06-30 12:00,Cardhoarder,4.75 tix
2021-06-30 15:00,Tcg Player Market,$ 9.27
2021-06-30 15:00,Cardhoarder,4.46 tix
2021-06-30 21:00,Tcg Player Market,$ 9.17
2021-06-30 21:00,Cardhoarder,4.62 tix
2021-07-01 09:00,Tcg Player Market,$ 8.63
2021-07-01 09:00,Cardhoarder,4.74 tix
2021-07-01 12:00,Tcg Player Market,$ 8.59
2021-07-01 12:00,Cardhoarder,4.90 tix
2021-07-01 15:00,Tcg Player Market,$ 8.52
2021-07-01 15:00,Cardhoarder,5.00 tix
2021-07-01 18:03,Tcg Player Market,$ 8.69
2021-07-01 18:03,Cardhoarder,5.04 tix
2021-07-02 09:00,Tcg Player Market,$ 8.86
2021-07-02 09:00,Cardhoarder,5.33 tix
2021-07-02 11:49,Tcg Player Market,$ 9.07
2021-07-02 11:49,Cardhoarder,5.40 tix
2021-07-02 18:00,Tcg Player Market,$ 9.07
2021-07-02 18:00,Cardhoarder,5.33 tix
2021-07-05 06:56,Tcg Player Market,$ 9.11
2021-07-05 06:56,Cardhoarder,5.93 tix
